#Name	Accession	Description	Length	Related
NUT	PF12881.10	NUT protein	731	No
DUF1192	PF06698.14	Protein of unknown function (DUF1192)	58	Yes
NYAP_C	PF15452.9	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter	267	No
NYAP_N	PF15439.9	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter	395	No
NYD-SP12_N	PF15015.9	"Spermatogenesis-associated, N-terminal"	564	No
DUF1474	PF07342.14	Protein of unknown function (DUF1474)	100	Yes
DUF1199	PF06712.14	Protein of unknown function (DUF1199)	52	Yes
DUF1477	PF07346.14	Protein of unknown function (DUF1477)	118	Yes
NYN_YacP	PF05991.14	YacP-like NYN domain	166	No
DUF1484	PF07363.14	Protein of unknown function (DUF1484)	109	Yes
N_Asn_amidohyd	PF14736.9	Protein N-terminal asparagine amidohydrolase	270	No
DUF1489	PF07370.14	Protein of unknown function (DUF1489)	139	Yes
DUF1205	PF06722.15	Protein of unknown function (DUF1205)	95	Yes
DUF1213	PF06740.15	Protein of unknown function (DUF1213)	34	Yes
DUF1491	PF07372.15	Protein of unknown function (DUF1491)	104	Yes
O-ag_pol_Wzy	PF14296.9	O-antigen polysaccharide polymerase Wzy	468	No
O-antigen_lig	PF13425.9	O-antigen ligase like membrane protein	465	No
O-FucT	PF10250.12	GDP-fucose protein O-fucosyltransferase	328	No
OAD_beta	PF03977.16	Na+-transporting oxaloacetate decarboxylase beta subunit	349	No
DUF1218	PF06749.15	Protein of unknown function (DUF1218)	96	Yes
OAF	PF14941.9	"Transcriptional regulator, Out at first"	243	No
DUF1492	PF07374.14	Protein of unknown function (DUF1492)	100	Yes
DUF1232	PF06803.15	Protein of unknown function (DUF1232)	37	Yes
DUF1236	PF06823.15	Protein of unknown function (DUF1236)	65	Yes
DUF1240	PF06836.15	Protein of unknown function (DUF1240)	95	Yes
DUF1242	PF06842.15	Protein of unknown function (DUF1242)	35	Yes
OAS1_C	PF10421.12	"2'-5'-oligoadenylate synthetase 1, domain 2, C-terminus"	189	No
OATP	PF03137.23	Organic Anion Transporter Polypeptide (OATP) family	545	No
DUF1493	PF07377.15	Protein of unknown function (DUF1493)	111	Yes
DUF1499	PF07386.14	Protein of unknown function (DUF1499)	117	Yes
DUF1244	PF06844.14	Protein of unknown function (DUF1244)	67	Yes
DUF1262	PF06880.14	Protein of unknown function (DUF1262)	99	Yes
DUF1263	PF06882.15	Protein of unknown function (DUF1263)	57	Yes
DUF1265	PF06887.17	Protein of unknown function (DUF1265)	47	Yes
DUF1270	PF06900.14	Protein of unknown function (DUF1270)	53	Yes
DUF1272	PF06906.14	Protein of unknown function (DUF1272)	57	Yes
DUF1505	PF07403.14	Protein of unknown function (DUF1505)	114	Yes
OCD_Mu_crystall	PF02423.18	Ornithine cyclodeaminase/mu-crystallin family	320	No
DUF1283	PF06932.14	Protein of unknown function (DUF1283)	83	Yes
DUF1506	PF07405.14	Protein of unknown function (DUF1506)	127	Yes
DUF1515	PF07439.14	Protein of unknown function (DUF1515)	113	Yes
DUF1289	PF06945.16	Protein of unknown function (DUF1289)	48	Yes
DUF1516	PF07457.14	Protein of unknown function (DUF1516)	108	Yes
DUF1290	PF06947.15	Protein of unknown function (DUF1290)	86	Yes
DUF1524	PF07510.14	Protein of unknown function (DUF1524)	139	Yes
Ocular_alb	PF02101.18	Ocular albinism type 1 protein	403	No
ODAM	PF15424.9	Odontogenic ameloblast-associated family	264	No
DUF1525	PF07511.14	Protein of unknown function (DUF1525)	114	Yes
DUF1554	PF07588.14	Protein of unknown function (DUF1554)	135	Yes
ODP	PF19583.2	ODP family beta lactamase	193	No
ODR4-like	PF14778.9	Odorant response abnormal 4-like	376	No
DUF1292	PF06949.14	Protein of unknown function (DUF1292)	75	Yes
OEP	PF02321.21	Outer membrane efflux protein	188	No
DUF1566	PF07603.14	Protein of unknown function (DUF1566)	116	Yes
DUF1570	PF07607.14	Protein of unknown function (DUF1570)	129	Yes
Ofd1_CTDD	PF10637.12	Oxoglutarate and iron-dependent oxygenase degradation C-term	255	No
OFeT_1	PF16955.8	"Ferrous iron uptake permease, iron-lead transporter"	207	No
DUF1294	PF06961.16	Protein of unknown function (DUF1294)	55	Yes
OGFr_N	PF04664.16	Opioid growth factor receptor (OGFr) conserved region	208	No
PSD4	PF07631.14	Protein of unknown function (DUF1592)	128	Yes
DUF1299	PF06975.14	Protein of unknown function (DUF1299)	47	Yes
DUF1315	PF07023.15	Protein of unknown function (DUF1315)	82	Yes
OHCU_decarbox	PF09349.13	OHCU decarboxylase	156	No
OKR_DC_1	PF01276.23	"Orn/Lys/Arg decarboxylase, major domain"	417	No
DUF1600	PF07667.14	Protein of unknown function (DUF1600)	111	Yes
DUF1612	PF07756.15	Protein of unknown function (DUF1612)	127	Yes
DUF1317	PF07026.14	Protein of unknown function (DUF1317)	60	Yes
DUF1318	PF07027.15	Protein of unknown function (DUF1318)	93	Yes
DUF1617	PF07761.15	Protein of unknown function (DUF1617)	143	Yes
DUF1322	PF07032.14	Protein of unknown function (DUF1322)	73	Yes
OLF	PF02191.19	Olfactomedin-like domain	246	No
DUF1618	PF07762.17	Protein of unknown function (DUF1618)	137	Yes
DUF1328	PF07043.16	Protein of unknown function (DUF1328)	39	Yes
DUF1331	PF07048.14	Protein of unknown function (DUF1331)	35	Yes
DUF1344	PF07076.14	Protein of unknown function (DUF1344)	60	Yes
DUF1353	PF07087.14	Protein of unknown function (DUF1353)	91	Yes
Omp28	PF11551.11	Outer membrane protein Omp28	171	No
Omp85	PF01103.26	Omp85 superfamily domain	324	No
Omp85_2	PF19143.3	OMP85 superfamily	351	No
DUF1374	PF07118.14	Protein of unknown function (DUF1374)	92	Yes
OmpA_like	PF16961.8	Putative OmpA-OmpF-like porin family	197	No
OmpA_membrane	PF01389.20	OmpA-like transmembrane domain	183	No
OMPdecase	PF00215.27	Orotidine 5'-phosphate decarboxylase / HUMPS family	225	No
DUF1629	PF07791.14	Protein of unknown function (DUF1629)	123	Yes
Omptin	PF01278.23	Omptin family	283	No
OmpW	PF03922.17	OmpW family	193	No
Omp_AT	PF11557.11	Solitary outer membrane autotransporter beta-barrel domain	327	No
OMP_b-brl	PF13505.9	Outer membrane protein beta-barrel domain	176	No
OMP_b-brl_2	PF13568.9	Outer membrane protein beta-barrel domain	180	No
OMP_b-brl_3	PF14905.9	Outer membrane protein beta-barrel family	408	No
OMS28_porin	PF03532.16	OMS28 porin	253	No
OPA1_C	PF19434.2	Dynamin-like GTPase OPA1 C-terminal	345	No
DUF1634	PF07843.14	Protein of unknown function (DUF1634)	102	Yes
DUF1636	PF07845.14	Protein of unknown function (DUF1636)	117	Yes
OpcA	PF07239.14	Outer membrane protein OpcA	250	No
DUF1642	PF07852.14	Protein of unknown function (DUF1642)	138	Yes
DUF1643	PF07799.15	Protein of unknown function (DUF1643)	134	Yes
OpgC_C	PF10129.12	OpgC protein	358	No
Opi1	PF08618.13	Transcription factor Opi1	420	No
DUF1375	PF07119.15	Protein of unknown function (DUF1375)	53	Yes
DUF1376	PF07120.14	Protein of unknown function (DUF1376)	86	Yes
OprB	PF04966.15	"Carbohydrate-selective porin, OprB family"	378	No
OprD	PF03573.16	"outer membrane porin, OprD family"	394	No
OprF	PF05736.14	OprF membrane domain	184	No
OPT	PF03169.18	OPT oligopeptide transporter protein	616	No
DUF1378	PF07125.14	Protein of unknown function (DUF1378)	59	Yes
OpuAC	PF04069.15	Substrate binding domain of ABC-type glycine betaine transport system	257	No
DUF1381	PF07129.14	Protein of unknown function (DUF1381)	44	Yes
DUF1382	PF07131.14	Protein of unknown function (DUF1382)	60	Yes
Orai-1	PF07856.15	Mediator of CRAC channel activity	177	No
Orbi_NS1	PF01718.19	"Orbivirus non-structural protein NS1, or hydrophobic tubular protein"	548	No
Orbi_NS3	PF01616.19	Orbivirus NS3	193	No
Orbi_VP1	PF05788.15	Orbivirus RNA-dependent RNA polymerase (VP1)	1297	No
Orbi_VP2	PF00898.20	Orbivirus outer capsid protein VP2	946	No
Orbi_VP3	PF01700.19	Orbivirus VP3 (T2) protein	888	No
Orbi_VP4	PF05059.15	Orbivirus VP4 core protein	640	No
Orbi_VP5	PF00901.20	Orbivirus outer capsid protein VP5	507	No
Orbi_VP6	PF01516.19	Orbivirus helicase VP6	324	No
Orbi_VP7	PF00897.20	Orbivirus inner capsid protein VP7	348	No
ORC2	PF04084.17	Origin recognition complex subunit 2	334	No
ORC3_ins	PF19675.2	Origin recognition complex subunit 3 insertion domain	233	No
ORC3_N	PF07034.14	Origin recognition complex (ORC) subunit 3 N-terminus	333	No
ORC4_C	PF14629.9	Origin recognition complex (ORC) subunit 4 C-terminus	221	No
ORC5_C	PF14630.9	Origin recognition complex (ORC) subunit 5 C-terminus	288	No
ORC6	PF05460.16	Origin recognition complex subunit 6 (ORC6)	357	No
DUF1647	PF07801.14	Protein of unknown function (DUF1647)	141	Yes
DUF1664	PF07889.15	Protein of unknown function (DUF1664)	124	Yes
DUF1391	PF07151.15	Protein of unknown function (DUF1391)	48	Yes
DUF1408	PF07193.14	Protein of unknown function (DUF1408)	71	Yes
ORF45	PF17620.5	Family of unknown function	191	No
DUF1684	PF07920.14	Protein of unknown function (DUF1684)	141	Yes
DUF1409	PF07197.15	Protein of unknown function (DUF1409)	48	Yes
DUF1687	PF07955.14	Protein of unknown function (DUF1687)	128	Yes
DUF1689	PF07954.14	Protein of unknown function (DUF1689)	146	Yes
DUF1690	PF07956.14	Protein of Unknown function (DUF1690)	139	Yes
DUF1410	PF07198.14	Protein of unknown function (DUF1410)	61	Yes
DUF1412	PF07203.14	Protein of unknown function (DUF1412)	53	Yes
DUF1694	PF07997.14	Protein of unknown function (DUF1694)	117	Yes
DUF1697	PF08002.14	Protein of unknown function (DUF1697)	137	Yes
OrgA_MxiK	PF09482.13	Bacterial type III secretion apparatus protein (OrgA_MxiK)	181	No
DUF1699	PF08004.14	Protein of unknown function (DUF1699)	130	Yes
DUF1414	PF07208.14	Protein of unknown function (DUF1414)	44	Yes
Orn_Arg_deC_N	PF02784.19	"Pyridoxal-dependent decarboxylase, pyridoxal binding domain"	247	No
DUF1416	PF07210.15	Protein of unknown function (DUF1416)	97	Yes
DUF1722	PF08349.14	Protein of unknown function (DUF1722)	117	Yes
Orthopox_35kD	PF02250.18	35kD major secreted virus protein	227	No
Orthopox_A36R	PF05950.14	Orthopoxvirus A36R protein	158	No
Orthopox_A43R	PF06517.14	Orthopoxvirus A43R protein	195	No
Orthopox_A47	PF06334.14	Orthopoxvirus A47 protein	244	No
Orthopox_A49R	PF06489.14	Orthopoxvirus A49R protein	162	No
Orthopox_A5L	PF06193.14	Orthopoxvirus A5L protein-like	271	No
DUF1418	PF07214.15	Protein of unknown function (DUF1418)	94	Yes
DUF1425	PF07233.15	Protein of unknown function (DUF1425)	92	Yes
DUF1427	PF07235.14	Protein of unknown function (DUF1427)	84	Yes
DUF1433	PF07252.14	Protein of unknown function (DUF1433)	88	Yes
DUF1435	PF07256.15	Protein of unknown function (DUF1435)	75	Yes
DUF1450	PF07293.14	Protein of unknown function (DUF1450)	75	Yes
DUF1456	PF07308.16	Protein of unknown function (DUF1456)	68	Yes
DUF1757	PF08560.13	Protein of unknown function (DUF1757)	148	Yes
DUF1459	PF07312.14	Protein of unknown function (DUF1459)	81	Yes
OSCP	PF00213.21	ATP synthase delta (OSCP) subunit	172	No
Oscp1	PF10188.12	Organic solute transport protein 1	173	No
OSK	PF17182.7	OSK domain	199	No
DUF1759	PF03564.18	Protein of unknown function (DUF1759)	148	Yes
DUF1462	PF07315.14	Protein of unknown function (DUF1462)	93	Yes
Osmo_MPGsynth	PF09488.13	Mannosyl-3-phosphoglycerate synthase (osmo_MPGsynth)	388	No
OspD	PF03207.16	Borrelia outer surface protein D (OspD)	254	No
DUF1761	PF08570.13	Protein of unknown function (DUF1761)	125	Yes
DUF1467	PF07330.15	Protein of unknown function (DUF1467)	83	Yes
DUF1480	PF07351.16	Protein of unknown function (DUF1480)	78	Yes
OST3_OST6	PF04756.16	"OST3 / OST6 family, transporter family"	293	No
DUF1482	PF07358.14	Protein of unknown function (DUF1482)	57	Yes
DUF1488	PF07369.14	Protein of unknown function (DUF1488)	82	Yes
OstA_2	PF13100.9	OstA-like protein	158	No
DUF1765	PF08578.13	Protein of unknown function (DUF1765)	125	Yes
Osteopontin	PF00865.21	Osteopontin	290	No
Osteoregulin	PF07175.14	Osteoregulin	160	No
OSTMP1	PF09777.12	Osteopetrosis-associated transmembrane protein 1 precursor	231	No
DUF1490	PF07371.15	Protein of unknown function (DUF1490)	88	Yes
DUF1806	PF08830.13	Protein of unknown function (DUF1806)	112	Yes
DUF1496	PF07383.15	Protein of unknown function (DUF1496)	53	Yes
OTCace	PF00185.27	"Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain"	157	No
DUF1810	PF08837.14	Protein of unknown function (DUF1810)	136	Yes
Otopetrin	PF03189.16	Otopetrin	447	No
DUF1497	PF07384.14	Protein of unknown function (DUF1497)	59	Yes
DUF1507	PF07408.14	Protein of unknown function (DUF1507)	85	Yes
DUF1811	PF08838.13	Protein of unknown function (DUF1811)	100	Yes
DUF1514	PF07438.14	Protein of unknown function (DUF1514)	62	Yes
DUF1533	PF07550.14	Protein of unknown function (DUF1533)	60	Yes
Oxidoreduct_C	PF16490.8	Putative oxidoreductase C terminal domain	279	No
Oxidored_FMN	PF00724.23	NADH:flavin oxidoreductase / NADH oxidase family	342	No
Oxidored_molyb	PF00174.22	Oxidoreductase molybdopterin binding domain	170	No
Oxidored_nitro	PF00148.22	Nitrogenase component 1 type Oxidoreductase	399	No
DUF1878	PF08963.13	Protein of unknown function (DUF1878)	110	Yes
DUF1892	PF08987.13	Protein of unknown function (DUF1892)	109	Yes
DUF1541	PF07563.14	Protein of unknown function (DUF1541)	52	Yes
DUF2000	PF09391.13	Protein of unknown function (DUF2000)	133	Yes
DUF2002	PF09400.13	Protein of unknown function (DUF2002)	110	Yes
DUF1556	PF07590.14	Protein of unknown function (DUF1556)	82	Yes
OxoGdeHyase_C	PF16870.8	2-oxoglutarate dehydrogenase C-terminal	152	No
OxRdtase_C	PF19858.2	"Bacterial oxidoreductases, C-terminal"	163	No
Oxygenase-NA	PF09859.12	"Oxygenase, catalysing oxidative methylation of damaged DNA"	172	No
Oxysterol_BP	PF01237.21	Oxysterol-binding protein	376	No
DUF2004	PF09406.13	Protein of unknown function (DUF2004)	106	Yes
O_anti_polymase	PF01901.19	Putative O-antigen polymerase	336	No
DUF1563	PF07599.14	Protein of unknown function (DUF1563)	43	Yes
DUF2023	PF09633.13	Protein of unknown function (DUF2023)	101	Yes
P-loop_TraG	PF19044.3	TraG P-loop domain	413	No
DUF2025	PF09634.13	Protein of unknown function (DUF2025)	105	Yes
DUF1573	PF07610.14	Protein of unknown function (DUF1573)	98	Yes
DUF1580	PF07618.14	Protein of unknown function (DUF1580)	57	Yes
DUF2089	PF09862.12	Protein of unknown function (DUF2089)	115	Yes
DUF1581	PF07619.14	Protein of unknown function (DUF1581)	84	Yes
P1_N	PF12378.11	"Mycoplasma adhesin P1, N-terminal"	310	No
DUF1582	PF07621.14	Protein of unknown function (DUF1582)	29	Yes
P21-Arc	PF04062.17	ARP2/3 complex ARPC3 (21 kDa) subunit	174	No
PSD2	PF07624.14	Protein of unknown function (DUF1585)	74	Yes
DUF2379	PF09543.13	Protein of unknown function (DUF2379)	120	Yes
P22_CoatProtein	PF11651.11	P22 coat protein - gene protein 5	419	No
PSD3	PF07626.14	Protein of unknown function (DUF1587)	65	Yes
P22_portal	PF16510.8	Phage P22-like portal protein	668	No
P22_Tail-4	PF11650.11	P22 tail accessory factor	164	No
p25-alpha	PF05517.15	p25-alpha	155	No
P2RX7_C	PF20478.1	P2X purinoreceptor 7 intracellular domain	192	No
P2X_receptor	PF00864.22	ATP P2X receptor	361	No
DUF3280	PF11684.11	Protein of unknown function (DUF2380)	138	Yes
DUF2390	PF09523.13	Protein of unknown function (DUF2390)	106	Yes
DUF2393	PF09624.13	Protein of unknown function (DUF2393)	147	Yes
p31comet	PF06581.15	Mad1 and Cdc20-bound-Mad2 binding	265	No
P33MONOX	PF15302.9	P33 mono-oxygenase	291	No
P34-Arc	PF04045.17	"Arp2/3 complex, 34 kD subunit p34-Arc"	242	No
P35	PF02331.18	Apoptosis preventing protein	296	No
PSCyt3	PF07627.14	Protein of unknown function (DUF1588)	98	Yes
p450	PF00067.25	Cytochrome P450	463	No
PSD5	PF07637.14	Protein of unknown function (DUF1595)	62	Yes
DUF2408	PF10303.12	Protein of unknown function (DUF2408)	134	Yes
DUF2420	PF10336.12	Protein of unknown function (DUF2420)	108	Yes
P53	PF00870.21	P53 DNA-binding domain	187	No
p53-inducible11	PF14936.9	Tumour protein p53-inducible protein 11	179	No
DUF1598	PF07643.14	Protein of unknown function (DUF1598)	84	Yes
DUF1601	PF07671.14	Protein of unknown function (DUF1601)	37	Yes
DUF1604	PF07713.16	Protein of unknown function (DUF1604)	85	Yes
DUF2430	PF10353.12	Protein of unknown function (DUF2430)	107	Yes
DUF1622	PF07784.14	Protein of unknown function (DUF1622)	78	Yes
DUF1623	PF07785.14	Protein of unknown function (DUF1623)	90	Yes
DUF1639	PF07797.17	Protein of unknown function (DUF1639)	50	Yes
DUF1641	PF07849.14	Protein of unknown function (DUF1641)	39	Yes
DUF1651	PF07864.14	Protein of unknown function (DUF1651)	74	Yes
DUF2433	PF10360.12	Protein of unknown function (DUF2433)	124	Yes
DUF2441	PF10386.12	Protein of unknown function (DUF2441)	141	Yes
DUF2469	PF10611.12	Protein of unknown function (DUF2469)	100	Yes
PA26	PF04636.16	PA26 p53-induced protein (sestrin)	443	No
DUF1652	PF07865.14	Protein of unknown function (DUF1652)	67	Yes
DUF2471	PF10616.12	Protein of unknown function (DUF2471)	117	Yes
PaaA_PaaC	PF05138.15	Phenylacetic acid catabolic protein	263	No
DUF1653	PF07866.14	Protein of unknown function (DUF1653)	62	Yes
DUF1654	PF07867.14	Protein of unknown function (DUF1654)	70	Yes
DUF2477	PF10631.12	Protein of unknown function (DUF2477)	142	Yes
DUF1655	PF07868.14	Protein of unknown function (DUF1655)	55	Yes
DUF1656	PF07869.15	Protein of unknown function (DUF1656)	56	Yes
DUF1657	PF07870.14	Protein of unknown function (DUF1657)	49	Yes
DUF1659	PF07872.14	Protein of unknown function (DUF1659)	45	Yes
PAC1	PF16094.8	Proteasome assembly chaperone 4	286	No
PAC2	PF09754.12	PAC2 family	215	No
DUF1661	PF07877.14	Protein of unknown function (DUF1661)	31	Yes
DUF1667	PF07892.14	Protein of unknown function (DUF1667)	82	Yes
DUF1674	PF07896.15	Protein of unknown function (DUF1674)	50	Yes
DUF2481	PF10654.12	Protein of unknown function (DUF2481)	126	Yes
Pacs-1	PF10254.12	PACS-1 cytosolic sorting protein	418	No
DUF1677	PF07911.16	Protein of unknown function (DUF1677)	89	Yes
PAD	PF03068.18	Protein-arginine deiminase (PAD)	393	No
pAdhesive_10	PF20592.1	Putative adhesin domain (group 10)	168	No
DUF2487	PF10673.12	Protein of unknown function (DUF2487)	142	Yes
pAdhesive_15	PF20597.1	Putative Ice-binding-like adhesive domain	257	No
pAdhesive_17	PF20609.1	Putative adhesive domain (group 17)	291	No
pAdhesive_6	PF20595.1	Putative adhesive domain (group 6)	165	No
DUF2489	PF10675.12	Protein of unknown function (DUF2489)	130	Yes
DUF1685	PF07939.14	Protein of unknown function (DUF1685)	61	Yes
DUF1725	PF08333.14	Protein of unknown function (DUF1725)	19	Yes
PADRE	PF14009.9	PADRE domain	177	No
PAD_M	PF08527.13	Protein-arginine deiminase (PAD) middle domain	159	No
DUF2500	PF10694.12	Protein of unknown function (DUF2500)	105	Yes
PAD_porph	PF04371.18	Porphyromonas-type peptidyl-arginine deiminase	319	No
PAE	PF03283.16	Pectinacetylesterase	356	No
DUF2507	PF10702.12	Protein of unknown function (DUF2507)	123	Yes
PAF-AH_p_II	PF03403.16	"Platelet-activating factor acetylhydrolase, isoform II"	379	No
Paf1	PF03985.16	Paf1	426	No
Paf67	PF10255.12	RNA polymerase I-associated factor PAF67	402	No
PAG	PF15347.9	Phosphoprotein associated with glycosphingolipid-enriched	428	No
DUF1778	PF08681.14	Protein of unknown function (DUF1778)	80	Yes
DUF2509	PF10713.12	Protein of unknown function (DUF2509)	131	Yes
DUF2512	PF10710.12	Protein of unknown function (DUF2512)	136	Yes
DUF1797	PF08796.13	Protein of unknown function (DUF1797)	67	Yes
DUF2185	PF09951.12	Protein of unknown function (DUF2185)	85	Yes
DUF2521	PF10730.12	Protein of unknown function (DUF2521)	146	Yes
PALB2_WD40	PF16756.8	Partner and localizer of BRCA2 WD40 domain	347	No
PalH	PF08733.13	PalH/RIM21	330	No
DUF2528	PF10800.11	Protein of unknown function (DUF2528)	104	Yes
Palm_thioest	PF02089.18	Palmitoyl protein thioesterase	257	No
PALP	PF00291.28	Pyridoxal-phosphate dependent enzyme	294	No
DUF2541	PF10807.11	Protein of unknown function (DUF2541)	130	Yes
Pam17	PF08566.13	Mitochondrial import protein Pam17	165	No
DUF2274	PF10038.12	Protein of unknown function (DUF2274)	69	Yes
DUF2550	PF10739.12	Protein of unknown function (DUF2550)	127	Yes
Pannexin_like	PF12534.11	Pannexin-like TM region of LRRC8	350	No
Pantoate_ligase	PF02569.18	Pantoate-beta-alanine ligase	264	No
Pantoate_transf	PF02548.18	Ketopantoate hydroxymethyltransferase	259	No
DUF2563	PF10817.11	Protein of unknown function (DUF2563)	104	Yes
DUF2281	PF10047.12	Protein of unknown function (DUF2281)	64	Yes
DUF2283	PF10049.12	Protein of unknown function (DUF2283)	49	Yes
DUF2288	PF10052.12	Protein of unknown function (DUF2288)	91	Yes
DUF2375	PF09558.13	Protein of unknown function (DUF2375)	69	Yes
Pan_kinase	PF03309.17	Type III pantothenate kinase	207	No
DUF2385	PF09539.13	Protein of unknown function (DUF2385)	96	Yes
PAP1	PF08601.13	Transcription factor PAP1	371	No
DUF2569	PF10754.12	Protein of unknown function (DUF2569)	143	Yes
PAP2_3	PF14378.9	PAP2 superfamily	190	No
DUF2388	PF09498.13	Protein of unknown function (DUF2388)	70	Yes
DUF2418	PF10332.12	Protein of unknown function (DUF2418)	96	Yes
DUF2570	PF10828.11	Protein of unknown function (DUF2570)	108	Yes
DUF2423	PF10338.12	Protein of unknown function (DUF2423)	44	Yes
DUF2439	PF10382.12	Protein of unknown function (DUF2439)	81	Yes
DUF2590	PF10761.12	Protein of unknown function (DUF2590)	100	Yes
DUF2593	PF10767.12	Protein of unknown function (DUF2593)	141	Yes
DUF2442	PF10387.12	Protein of unknown function (DUF2442)	79	Yes
DUF2603	PF10788.12	Protein of unknown function (DUF2603)	137	Yes
DUF2606	PF10794.12	Protein of unknown function (DUF2606)	130	Yes
PapG_N	PF03627.16	PapG carbohydrate binding domain	226	No
DUF2443	PF10398.12	Protein of unknown function (DUF2443)	79	Yes
DUF2456	PF10445.12	Protein of unknown function (DUF2456)	95	Yes
DUF2462	PF09495.13	Protein of unknown function (DUF2462)	77	Yes
PapJ	PF14855.9	"Pilus-assembly fibrillin subunit, chaperone"	187	No
DUF2474	PF10617.12	Protein of unknown function (DUF2474)	39	Yes
PAPS_reduct	PF01507.22	Phosphoadenosine phosphosulfate reductase family	174	No
DUF2475	PF10629.12	Protein of unknown function (DUF2475)	67	Yes
PAP_central	PF04928.20	Poly(A) polymerase central domain	250	No
DUF2484	PF10658.12	Protein of unknown function (DUF2484)	76	Yes
PAP_fibrillin	PF04755.15	PAP_fibrillin	198	No
PAP_PilO	PF06864.15	Pilin accessory protein (PilO)	416	No
PAP_RNA-bind	PF04926.18	Poly(A) polymerase predicted RNA binding domain	187	No
PAR1	PF06521.14	PAR1 protein	156	No
Ycf54	PF10674.12	Protein of unknown function (DUF2488)	92	Yes
ParA	PF10609.12	NUBPL iron-transfer P-loop NTPase	246	No
Paralemmin	PF03285.18	Paralemmin	333	No
DUF2492	PF10678.12	Protein of unknown function (DUF2492)	77	Yes
Paramyxo_C	PF01692.21	Paramyxovirus non-structural protein C	204	No
Paramyxo_ncap	PF00973.22	Paramyxovirus nucleocapsid protein	524	No
Paramyxo_NS_C	PF02725.17	Non-structural protein C	164	No
Paramyxo_P	PF01806.20	Paramyxovirinae P phosphoprotein C-terminal region	248	No
Paramyxo_PNT	PF14320.9	Phosphoprotein P region PNT disordered	311	No
Paramyxo_P_V_N	PF13825.9	Paramyxovirus structural protein V/P N-terminus	309	No
Paramyx_P_V_C	PF03210.16	Paramyxovirus P/V phosphoprotein C-terminal	178	No
DUF2615	PF11027.11	Protein of unknown function (DUF2615)	106	Yes
DUF2621	PF11084.11	Protein of unknown function (DUF2621)	139	Yes
DUF2496	PF10689.12	Protein of unknown function (DUF2496)	43	Yes
ParBc_2	PF08857.14	Putative ParB-like nuclease	161	No
DUF2497	PF10691.12	Protein of unknown function (DUF2497)	75	Yes
ParcG	PF10274.12	Parkin co-regulated protein	183	No
DUF2498	PF10692.12	Protein of unknown function (DUF2498)	79	Yes
DUF2499	PF10693.12	Protein of unknown function (DUF2499)	89	Yes
DUF2501	PF10696.12	Protein of unknown function (DUF2501)	78	Yes
DUF2502	PF10697.12	Protein of unknown function (DUF2502)	90	Yes
DUF2508	PF10704.12	Protein of unknown function (DUF2508)	71	Yes
DUF2510	PF10708.12	Protein of unknown function (DUF2510)	35	Yes
DUF2634	PF10934.11	Protein of unknown function (DUF2634)	105	Yes
DUF2652	PF10851.11	Protein of unknown function (DUF2652)	118	Yes
PaRep2b	PF07775.14	PaRep2b protein	512	No
DUF2511	PF10709.12	Protein of unknown function (DUF2511)	87	Yes
DUF2516	PF10724.12	Protein of unknown function (DUF2516)	93	Yes
PARG_cat	PF05028.17	Poly (ADP-ribose) glycohydrolase (PARG)	336	No
PARM	PF17061.8	PARM	297	No
PARP	PF00644.23	Poly(ADP-ribose) polymerase catalytic domain	194	No
DUF2656	PF10847.11	Protein of unknown function (DUF2656)	141	Yes
PARP_regulatory	PF01358.21	Poly A polymerase regulatory subunit	291	No
DUF2517	PF10725.12	Protein of unknown function (DUF2517)	61	Yes
Parvo_coat	PF00740.21	Parvovirus coat protein VP2	542	No
Parvo_NS1	PF01057.20	Parvovirus non-structural protein NS1	272	No
DUF2661	PF10860.11	Protein of unknown function (DUF2661)	113	Yes
DUF2523	PF10734.12	Protein of unknown function (DUF2523)	80	Yes
DUF2663	PF10864.11	Protein of unknown function (DUF2663)	127	Yes
DUF2666	PF10869.11	Protein of unknown function (DUF2666)	135	Yes
PAS_12	PF18095.4	UPF0242 C-terminal PAS-like domain	153	No
DUF2670	PF10875.11	Protein of unknown function (DUF2670)	141	Yes
DUF2524	PF10732.12	Protein of unknown function (DUF2524)	84	Yes
DUF2678	PF10856.11	Protein of unknown function (DUF2678)	118	Yes
DUF2700	PF10912.11	Protein of unknown function (DUF2700)	146	Yes
DUF2710	PF10921.11	Protein of unknown function (DUF2710)	104	Yes
DUF2712	PF10916.11	Protein of unknown function (DUF2712)	112	Yes
DUF2525	PF10733.12	Protein of unknown function (DUF2525)	60	Yes
DUF2714	PF10896.11	Protein of unknown function (DUF2714)	143	Yes
DUF2526	PF10735.12	Protein of unknown function (DUF2526)	77	Yes
PAT1	PF09770.12	Topoisomerase II-associated protein PAT1	864	No
Patatin	PF01734.25	Patatin-like phospholipase	204	No
Patched	PF02460.21	Patched family	811	No
DUF2716	PF10898.11	Protein of unknown function (DUF2716)	142	Yes
DUF2718	PF10918.11	Protein of unknown function (DUF2718)	129	Yes
DUF272	PF03312.18	Protein of unknown function (DUF272)	124	Yes
pATOM36	PF19224.3	pATOM36 family	270	No
DUF2530	PF10745.12	Protein of unknown function (DUF2530)	77	Yes
