#Name	Accession	Description	Length	Related
GldJ_short	TIGR03530.1	gliding motility lipoprotein GldJ	396	No
DapD_Ac	TIGR03532.1	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase	231	No
RF_mod_PrmC	TIGR03534.1	peptide chain release factor N(5)-glutamine methyltransferase	253	No
DapD_actino	TIGR03535.1	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	320	No
DapC	TIGR03537.1	succinyldiaminopimelate transaminase	350	No
DapC_gpp	TIGR03538.1	succinyldiaminopimelate transaminase	395	No
DivI1A_domain	TIGR03544.1	DivIVA domain-containing protein	34	No
TIGR03545	TIGR03545.1	TIGR03545 family protein	556	No
TIGR03546	TIGR03546.1	TIGR03546 family protein	154	No
mutarot_permut	TIGR03548.1	cyclically-permuted mutarotase family protein	323	No
F420_G6P_DH	TIGR03554.1	glucose-6-phosphate dehydrogenase (coenzyme-F420)	331	No
F420_Rv3520c	TIGR03559.1	LLM class F420-dependent oxidoreductase	325	No
organ_hyd_perox	TIGR03561.1	Ohr family peroxiredoxin	134	No
F420_MSMEG_4879	TIGR03564.1	TIGR03564 family F420-dependent LLM class oxidoreductase	265	No
alk_sulf_monoox	TIGR03565.1	FMNH2-dependent alkanesulfonate monooxygenase	346	No
FMN_reduc_MsuE	TIGR03566.1	FMN reductase	174	No
FMN_reduc_SsuE	TIGR03567.1	NADPH-dependent FMN reductase	171	No
WbuZ	TIGR03572.1	glycosyl amidation-associated protein WbuZ	232	No
EF_0830	TIGR03577.1	conserved hypothetical protein EF_0830/AHA_3911 (Provisional)	115	Yes
EF_0831	TIGR03578.1	conserved hypothetical protein EF_0831/AHA_3912 (Provisional)	96	Yes
EF_0833	TIGR03579.1	conserved hypothetical protein EF_0833/AHA_3914 (Provisional)	209	No
EF_0832	TIGR03580.1	conserved hypothetical protein EF_0832/AHA_3913 (Provisional)	257	No
EF_0839	TIGR03581.1	conserved hypothetical protein EF_0839/AHA_3917 (Provisional)	236	No
EF_0829	TIGR03582.1	PRD domain protein, EF_0829/AHA_3910 family (Provisional)	107	No
EF_0837	TIGR03583.1	amidohydrolase/deacetylase family metallohydrolase	365	No
polynuc_phos	TIGR03591.1	polyribonucleotide nucleotidyltransferase	689	No
yidC_oxa1_cterm	TIGR03592.1	membrane protein insertase YidC	191	No
yidC_nterm	TIGR03593.1	membrane protein insertase YidC	363	No
GTPase_EngA	TIGR03594.1	ribosome biogenesis GTPase Der	432	No
Obg_CgtA_exten	TIGR03595.1	Obg family GTPase CgtA	70	No
GTPase_YlqF	TIGR03596.1	ribosome biogenesis GTPase YlqF	276	No
GTPase_YqeH	TIGR03597.1	ribosome biogenesis GTPase YqeH	361	No
GTPase_YsxC	TIGR03598.1	ribosome biogenesis GTP-binding protein YihA/YsxC	186	No
YloV	TIGR03599.1	DAK2 domain fusion protein YloV (Provisional)	530	No
phage_DnaB	TIGR03600.1	phage replicative helicase, DnaB family (Provisional)	421	No
TIGR03607	TIGR03607.1	patatin-like protein	732	No
RutA	TIGR03612.1	pyrimidine utilization protein A	355	No
F420_MSMEG_4141	TIGR03620.1	TIGR03620 family F420-dependent LLM class oxidoreductase	280	No
F420_MSMEG_2516	TIGR03621.1	TIGR03621 family F420-dependent LLM class oxidoreductase	295	No
TIGR03623	TIGR03623.1	probable DNA repair protein (Provisional)	876	No
L3_bact	TIGR03625.1	50S ribosomal protein L3	202	No
uS13_bact	TIGR03631.1	30S ribosomal protein S13	113	No
uS11_bact	TIGR03632.1	30S ribosomal protein S11	117	No
uS17_bact	TIGR03635.1	30S ribosomal protein S17	72	No
cas1_YPEST	TIGR03637.1	type I-F CRISPR-associated endonuclease Cas1f	307	No
cas1_NMENI	TIGR03639.1	type II CRISPR-associated endonuclease Cas1	278	No
TIGR03643	TIGR03643.1	TIGR03643 family protein	72	No
marine_trans_1	TIGR03644.1	probable ammonium transporter, marine subtype (Provisional)	404	No
glyox_marine	TIGR03645.1	lactoylglutathione lyase family protein	162	No
YtoQ_fam	TIGR03646.1	YtoQ family protein	144	No
ergot_EASG	TIGR03649.1	ergot alkaloid biosynthesis protein	287	No
violacein_E	TIGR03650.1	violacein biosynthesis enzyme VioE	184	No
FeS_repair_RIC	TIGR03652.1	iron-sulfur cluster repair di-iron protein	216	No
L6_bact	TIGR03654.1	50S ribosomal protein L6	175	No
anti_R_Lar	TIGR03655.1	Lar family restriction alleviation protein	55	No
T1SS_rpt_143	TIGR03660.1	T1SS-143 repeat domain (Provisional)	143	No
pupylate_PafA	TIGR03686.1	Pup--protein ligase	457	No
pupylate_cterm	TIGR03687.1	ubiquitin-like protein Pup	33	No
depupylase_Dop	TIGR03688.1	depupylase/deamidase Dop	485	No
pup_AAA	TIGR03689.1	proteasome ATPase	512	No
20S_bact_beta	TIGR03690.1	proteasome subunit beta	222	No
20S_bact_alpha	TIGR03691.1	proteasome subunit alpha	229	No
ATP_dep_HslV	TIGR03692.1	HslU--HslV peptidase proteolytic subunit	171	No
exosort_acyl	TIGR03694.1	PEP-CTERM/exosortase system-associated acyltransferase	241	No
menH_SHCHC	TIGR03695.1	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	252	No
PrmC_rel_meth	TIGR03704.1	putative protein N(5)-glutamine methyltransferase	251	No
exo_poly_only	TIGR03706.1	exopolyphosphatase	300	No
R_switched_YkoY	TIGR03716.1	integral membrane protein, YkoY family (Provisional)	220	No
R_switched_YjbE	TIGR03717.1	YjbE family putative metal transport protein	176	No
ABC_ABC_ChvD	TIGR03719.1	energy-dependent translational throttle protein EttA	552	No
exospore_TM	TIGR03721.1	BclB C-terminal domain (Provisional)	169	No
T6A_TsaD_YgjD	TIGR03723.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	314	No
T6A_YeaZ	TIGR03725.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	212	No
strep_RK_lipo	TIGR03726.1	putative cross-wall-targeting lipoprotein signal (Provisional)	34	No
glyco_access_1	TIGR03728.1	SP_1767 family glycosyltransferase	265	No
PRTRC_A	TIGR03735.1	PRTRC system protein A	192	No
PRTRC_ThiF	TIGR03736.1	PRTRC system ThiF family protein	245	No
PRTRC_B	TIGR03737.1	PRTRC system protein B	228	No
PRTRC_C	TIGR03738.1	PRTRC system protein C	66	No
PRTRC_E	TIGR03741.1	PRTRC system protein E	106	No
PRTRC_F	TIGR03742.1	PRTRC system protein F	343	No
conj_TIGR03746	TIGR03746.1	TIGR03746 family integrating conjugative element protein	202	No
P_acnes_RR	TIGR03767.1	TIGR03767 family metallophosphoesterase	496	No
P_ac_wall_RPT	TIGR03769.1	TIGR03769 domain-containing protein	41	No
anch_rpt_ABC	TIGR03771.1	anchored repeat-type ABC transporter ATP-binding subunit	223	No
anch_rpt_wall	TIGR03773.1	TIGR03773 family transporter-associated surface protein	516	No
VPDSG_CTERM	TIGR03778.1	VPDSG-CTERM sorting domain-containing protein	24	No
Bac_Flav_CT_M	TIGR03779.1	conjugative transposon protein TraM	410	No
Bac_Flav_CT_N	TIGR03780.1	conjugative transposon protein TraN	285	No
Bac_Flav_CT_K	TIGR03781.1	conjugative transposon protein TraK	202	No
Bac_Flav_CT_J	TIGR03782.1	conjugative transposon protein TraJ	323	No
Bac_Flav_CT_G	TIGR03783.1	TraG family conjugative transposon ATPase	829	No
marine_sortase	TIGR03784.1	class GN sortase	174	No
marine_sort_RR	TIGR03787.1	proteobacterial dedicated sortase system response regulator	227	No
marine_srt_targ	TIGR03788.1	marine proteobacterial sortase target protein	629	No
TIGR03790	TIGR03790.1	TIGR03790 family protein	316	No
TIGR03792	TIGR03792.1	TIGR03792 family protein	90	No
NHLM_micro_HlyD	TIGR03794.1	NHLP bacteriocin system secretion protein	421	No
NOD_PanD_pyr	TIGR03799.1	putative pyridoxal-dependent aspartate 1-decarboxylase	522	No
Asp_Ala_antiprt	TIGR03802.1	aspartate-alanine antiporter	562	No
Gloeo_Verruco	TIGR03803.1	gloeo_Verruco repeat (Provisional)	34	No
beta_helix_1	TIGR03805.1	parallel beta-helix repeat-containing protein (Provisional)	314	No
chp_HNE_0200	TIGR03806.1	conserved hypothetical protein, HNE_0200 family (Provisional)	314	No
RR_fam_repeat	TIGR03807.1	putative cofactor-binding repeat (Provisional)	27	No
RR_plus_rpt_1	TIGR03808.1	TIGR03808 family TAT-translocated repetitive protein	455	No
arg_ornith_anti	TIGR03810.1	arginine-ornithine antiporter	468	No
tyr_de_CO2_Ent	TIGR03811.1	tyrosine decarboxylase	608	No
put_Glu_GABA_T	TIGR03813.1	putative glutamate/gamma-aminobutyrate antiporter (Provisional)	474	No
Gln_ase	TIGR03814.1	glutaminase A	300	No
CpaE_hom_Actino	TIGR03815.1	helicase/secretion neighborhood CpaE-like protein (Provisional)	340	No
tadE_like_DECH	TIGR03816.1	helicase/secretion neighborhood TadE-like protein (Provisional)	109	No
MotA1	TIGR03818.1	flagellar motor stator protein MotA	282	No
AblA_like_2	TIGR03822.1	lysine-2,3-aminomutase-like protein	321	No
FlgM_jcvi	TIGR03824.1	flagellar biosynthesis anti-sigma factor FlgM	98	No
FliH_bacil	TIGR03825.1	flagellar assembly protein FliH	255	No
YvyF	TIGR03826.1	flagellar operon protein TIGR03826 (Provisional)	137	No
CxxCG_CxxCG_HTH	TIGR03830.1	putative zinc finger/helix-turn-helix protein, YgiT family (Provisional)	127	No
Tyr_2_3_mutase	TIGR03832.1	tyrosine 2,3-aminomutase	507	No
efp_adjacent_2	TIGR03837.1	elongation factor P maturation arginine rhamnosyltransferase EarP	371	No
queuosine_YadB	TIGR03838.1	tRNA glutamyl-Q(34) synthetase GluQRS	272	No
TMPT_Se_Te	TIGR03840.1	thiopurine S-methyltransferase	213	No
F420_Rv3093c	TIGR03841.1	LLM class F420-dependent oxidoreductase	298	No
TIGR03843	TIGR03843.1	SCO1664 family protein	253	No
TIGR03847	TIGR03847.1	conserved hypothetical protein (Provisional)	177	No
MSMEG_4193	TIGR03848.1	MSMEG_4193 family putative phosphomutase	204	No
bind_CPR_0540	TIGR03850.1	carbohydrate ABC transporter substrate-binding protein	437	No
chitin_NgcE	TIGR03851.1	N-acetylglucosamine/diacetylchitobiose ABC transporter substrate-binding protein	450	No
sucrose_gtfA	TIGR03852.1	sucrose phosphorylase	470	No
matur_matur	TIGR03853.1	putative metal-binding protein (Provisional)	77	No
F420_MSMEG_2906	TIGR03856.1	LLM class F420-dependent oxidoreductase	249	No
F420_MSMEG_2249	TIGR03857.1	TIGR03857 family LLM class F420-dependent oxidoreductase	329	No
PQQ_ABC_repeats	TIGR03866.1	PQQ-dependent catabolism-associated beta-propeller protein	310	No
MprA_tail	TIGR03867.1	MprA protease, GlyGly-CTERM protein-sorting domain-containing form	27	No
F420-O_ABCperi	TIGR03868.1	putative F420-0 ABC transporter substrate-binding protein	287	No
F420-0_ABCperm	TIGR03869.1	proposed F420-0 ABC transporter, permease protein (Provisional)	325	No
ABC_peri_MoxJ_2	TIGR03871.1	quinoprotein dehydrogenase-associated putative ABC transporter substrate-binding protein	232	No
4cys_cytochr	TIGR03874.1	c-type cytochrome, methanol metabolism-related	143	No
lyase_spl_fam	TIGR03886.1	spore photoproduct lyase family protein	346	No
thiocyan_alph	TIGR03887.1	thiocyanate hydrolase subunit gamma	200	No
thiopep_ocin	TIGR03891.1	thiopeptide-type bacteriocin biosynthesis protein	263	No
thiopep_precurs	TIGR03892.1	thiazolylpeptide-type bacteriocin	44	No
cyc_nuc_ocin	TIGR03896.1	bacteriocin-type transport-associated protein (Provisional)	317	No
lanti_MRSA_kill	TIGR03898.1	mersacidin/lichenicidin family type 2 lantibiotic	44	No
prc_long_Delta	TIGR03900.1	putative carboxyl-terminal-processing protease, deltaproteobacterial (Provisional)	973	No
rhom_GG_sort	TIGR03902.1	rhombosortase	154	No
TOMM_kin_cyc	TIGR03903.1	TOMM system kinase/cyclase fusion protein	1267	No
TIGR03905_4_Cys	TIGR03905.1	TIGR03905 family TSCPD domain-containing protein	78	No
quino_hemo_SAM	TIGR03906.1	quinohemoprotein amine dehydrogenase maturation protein	467	No
QH_alpha	TIGR03908.1	quinohemoprotein amine dehydrogenase subunit alpha	510	No
rad_SAM_trio	TIGR03913.1	GDL motif peptide-associated radical SAM/SPASM maturase	477	No
UDG_fam_dom	TIGR03914.1	UdgX family uracil-DNA binding protein	231	No
SAM_7_link_chp	TIGR03915.1	TIGR03915 family putative DNA repair protein	243	No
GTP_HydF	TIGR03918.1	[FeFe] hydrogenase H-cluster maturation GTPase HydF	392	No
WXG100_ESAT6	TIGR03930.1	WXG100 family type VII secretion target	90	No
TQXA_dom	TIGR03934.1	TQXA domain-containing protein	42	No
sam_1_link_chp	TIGR03936.1	TIGR03936 family radical SAM-associated protein	209	No
PgaC_IcaA	TIGR03937.1	poly-beta-1,6-N-acetyl-D-glucosamine synthase	407	No
PGA_PgaD	TIGR03940.1	poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD	141	No
tRNA_deam_assoc	TIGR03941.1	putative tRNA adenosine deaminase-associated protein (Provisional)	156	No
sulfatase_rSAM	TIGR03942.1	anaerobic sulfatase maturase	363	No
TIGR03943	TIGR03943.1	TIGR03943 family protein	221	No
dehyd_SbnB_fam	TIGR03944.1	2,3-diaminopropionate biosynthesis protein SbnB	327	No
PLP_SbnA_fam	TIGR03945.1	2,3-diaminopropionate biosynthesis protein SbnA	304	No
viomycin_VioD	TIGR03947.1	capreomycidine synthase	359	No
butyr_acet_CoA	TIGR03948.1	butyryl-CoA:acetate CoA-transferase	445	No
bact_IIb_cerein	TIGR03949.1	class IIb bacteriocin, lactobin A/cerein 7B family	45	Yes
rplD_bact	TIGR03953.1	50S ribosomal protein L4	188	No
integ_memb_HG	TIGR03954.1	DUF3817 domain-containing protein	85	Yes
rSAM_HydG	TIGR03955.1	[FeFe] hydrogenase H-cluster radical SAM maturase HydG	470	No
rSAM_HydE	TIGR03956.1	[FeFe] hydrogenase H-cluster radical SAM maturase HydE	340	No
hyd_TM1266	TIGR03959.1	putative iron-only hydrogenase system regulator (Provisional)	76	No
rSAM_fuse_unch	TIGR03960.1	TIGR03960 family B12-binding radical SAM protein	605	No
rSAM_QueE_Clost	TIGR03963.1	putative 7-carboxy-7-deazaguanine synthase QueE	219	No
mycofact_TetR	TIGR03968.1	mycofactocin system transcriptional regulator	190	No
Rv0697	TIGR03970.1	mycofactocin system GMC family oxidoreductase MftG	487	No
six_Cys_in_45	TIGR03973.1	six-cysteine ranthipeptide SCIFF	43	No
rSAM_six_Cys	TIGR03974.1	thioether cross-link-forming SCIFF peptide maturase	451	No
chp_LLNDYxLRE	TIGR03976.1	His-Xaa-Ser system protein HxsD	90	No
rSAM_pair_HxsC	TIGR03977.1	His-Xaa-Ser system radical SAM maturase HxsC	292	No
rSAM_paired_1	TIGR03978.1	His-Xaa-Ser system radical SAM maturase HxsB	466	No
cas1_MYXAN	TIGR03983.1	type I-MYXAN CRISPR-associated endonuclease Cas1	347	No
TIGR03987	TIGR03987.1	HsmA family protein	120	No
antisig_RsrA	TIGR03988.1	mycothiol system anti-sigma-R factor	77	No
rSAM_HemZ	TIGR03994.1	coproporphyrinogen dehydrogenase HemZ	401	No
mycofact_OYE_2	TIGR03997.1	mycofactocin system FadH/OYE family oxidoreductase 2	645	No
thiol_BshC	TIGR03998.1	bacillithiol biosynthesis cysteine-adding enzyme BshC	529	No
thiol_BshA	TIGR03999.1	N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA	375	No
poly_gGlu_PgsC	TIGR04011.1	poly-gamma-glutamate biosynthesis protein PgsC	132	No
poly_gGlu_PgsB	TIGR04012.1	poly-gamma-glutamate synthase PgsB	380	No
Bthiol_YpdA	TIGR04018.1	YpdA family putative bacillithiol disulfide reductase	316	No
B_thiol_YtxJ	TIGR04019.1	bacillithiol system redox-active protein YtxJ	105	No
seco_metab_LLM	TIGR04020.1	natural product biosynthesis luciferase-like monooxygenase domain (Provisional)	341	No
sulfur_SfnB	TIGR04022.1	SfnB family sulfur acquisition oxidoreductase	391	No
PPOX_FMN_DR2398	TIGR04025.1	pyridoxamine 5'-phosphate oxidase, FMN-binding family (Provisional)	197	No
PPOX_FMN_cyano	TIGR04026.1	PPOX class probable FMN-dependent enzyme, alr4036 family (Provisional)	185	No
LLM_KPN_01858	TIGR04027.1	putative FMN-dependent luciferase-like monooxygenase	326	No
SBP_KPN_01854	TIGR04028.1	TIGR04028 family ABC transporter substrate-binding protein	509	No
CMD_Avi_7170	TIGR04029.1	CMD domain protein	174	No
perox_Avi_7169	TIGR04030.1	alkylhydroperoxidase domain protein	185	No
toxin_SdpC	TIGR04032.1	sporulation delaying protein family toxin	172	No
export_SdpB	TIGR04033.1	antimicrobial peptide system protein, SdpB family (Provisional)	276	No
export_SdpA	TIGR04034.1	SdpA family antimicrobial peptide system protein	157	No
LLM_CE1758_fam	TIGR04036.1	putative luciferase-like monooxygenase, FMN-dependent, CE1758 family (Provisional)	355	No
LLM_duo_CE1759	TIGR04037.1	LLM-partnered FMN reductase, CE1759 family (Provisional)	199	No
MXAN_0977_Heme2	TIGR04039.1	di-heme enzyme	336	No
glycyl_YjjI	TIGR04040.1	YjjI family glycine radical enzyme	497	No
activase_YjjW	TIGR04041.1	YjjW family glycine radical enzyme activase	276	No
MSMEG_0570_fam	TIGR04042.1	MSMEG_0570 family nitrogen starvation response protein	90	No
rSAM_MSMEG_0568	TIGR04043.1	MSMEG_0568 family radical SAM protein	354	No
MSMEG_0572_fam	TIGR04044.1	MSMEG_0572 family nitrogen starvation response protein	159	No
MSMEG_0567_GNAT	TIGR04045.1	putative N-acetyltransferase, MSMEG_0567 N-terminal domain family (Provisional)	153	No
MSMEG_0569_nitr	TIGR04046.1	MSMEG_0569 family flavin-dependent oxidoreductase	400	No
MSMEG_0565_glyc	TIGR04047.1	MSMEG_0565 family glycosyltransferase	373	No
nitrile_sll0784	TIGR04048.1	Nit6803 family nitriliase	301	No
AIR_rel_sll0787	TIGR04049.1	sll0787 family AIR synthase-like protein	318	No
AZL_007920_fam	TIGR04052.1	metallo-mystery pair system four-Cys motif protein	206	No
rSAM_NirJ1	TIGR04054.1	putative heme d1 biosynthesis radical SAM protein NirJ1	387	No
rSAM_NirJ2	TIGR04055.1	putative heme d1 biosynthesis radical SAM protein NirJ2	326	No
OMP_RagA_SusC	TIGR04056.1	SusC/RagA family TonB-linked outer membrane protein	981	No
SusC_RagA_signa	TIGR04057.1	SusC/RagA subfamily TonB-dependent outer membrane receptor	31	No
dnd_assoc_4	TIGR04062.1	DNA phosphorothioation-associated protein 4	151	No
stp3	TIGR04063.1	glycosyltransferase, exosortase A system-associated	397	No
rSAM_nif11	TIGR04064.1	nif11-like peptide radical SAM maturase	459	No
rSAM_ladder_B12	TIGR04072.1	lipid biosynthesis B12-binding/radical SAM protein	151	No
exo_TIGR04073	TIGR04073.1	exosortase system-associated protein, TIGR04073 family	75	No
bacter_Hen1	TIGR04074.1	3' terminal RNA ribose 2'-O-methyltransferase Hen1	462	No
bacter_Pnkp	TIGR04075.1	polynucleotide kinase-phosphatase	851	No
TIGR04081	TIGR04081.4	SbtA family thio(seleno)oxazole RiPP natural product precursor	27	No
rSAM_for_selen	TIGR04082.1	thio(seleno)oxazole modification radical SAM maturase SbtM	516	No
TIGR04086_membr	TIGR04086.1	TIGR04086 family membrane protein	115	No
dnd_restrict_1	TIGR04095.1	DNA phosphorothioation system restriction enzyme	451	No
dnd_rel_methyl	TIGR04096.1	DNA phosphorothioation-associated putative methyltransferase	478	No
biosyn_clust_1	TIGR04098.1	biosynthesis cluster domain (Provisional)	270	No
biosn_Pnap_2097	TIGR04099.1	probable biosynthetic protein, Pnap_2097 family (Provisional)	259	No
SWIM_PBPRA1643	TIGR04102.1	SWIM/SEC-C metal-binding motif protein, PBPRA1643 family (Provisional)	108	No
cxxc_20_cxxc	TIGR04104.1	cxxc_20_cxxc protein (Provisional)	93	No
FeFe_hydrog_B1	TIGR04105.1	monomeric [FeFe] hydrogenase	462	No
cas8c_GSU0052	TIGR04106.1	type I-U CRISPR-associated protein Cas8c	282	No
rSAM_HutW	TIGR04107.1	heme anaerobic degradation radical SAM methyltransferase ChuW/HutW	419	No
HutX	TIGR04108.1	heme utilization cystosolic carrier protein HutX	154	No
seleno_YedE	TIGR04112.1	YedE family putative selenium transporter	337	No
tSAM_targ_Cxxx	TIGR04114.1	modification target Cys-rich repeat (Provisional)	18	No
rSAM_Cxxx_rpt	TIGR04115.1	radical SAM peptide maturase, CXXX-repeat target family	359	No
CXXX_rpt_assoc	TIGR04116.1	CXXX repeat peptide modification system protein	90	No
Syntroph_Cxxx	TIGR04117.1	Cys-Xaa-Xaa-Xaa repeat radical SAM target protein	98	No
CXXX_matur	TIGR04119.1	CXXX repeat peptide maturase	210	No
DNA_lig_bact	TIGR04120.1	cisplatin damage response ATP-dependent DNA ligase	526	No
DEXH_lig_assoc	TIGR04121.1	ligase-associated DNA damage response DEXH box helicase	804	No
Xnuc_lig_assoc	TIGR04122.1	ligase-associated DNA damage response exonuclease	326	No
P_estr_lig_assc	TIGR04123.1	ligase-associated DNA damage response endonuclease PdeM	207	No
flavo_near_exo	TIGR04127.1	exosortase F system-associated protein	136	No
exoso_Fjoh_1448	TIGR04128.1	exosortase family protein XrtF	174	No
CxxH_BA5709	TIGR04129.1	CxxH/CxxC protein	49	No
Bac_Flav_CTERM	TIGR04131.1	T9SS type B sorting domain-containing protein	85	No
intra_fol_E_lig	TIGR04132.1	putative folate metabolism gamma-glutamate ligase	241	No
rSAM_w_lipo	TIGR04133.1	TIGR04133 family radical SAM/SPASM protein	350	No
lipo_with_rSAM	TIGR04134.1	radical SAM-associated putative lipoprotein	150	No
FibroRuminTarg	TIGR04135.1	FibroRumin family radical SAM-modified Cys-rich RiPP	52	No
rSAM_FibroRumin	TIGR04136.1	FibroRumin system radical SAM peptide maturase	458	No
Plancto_Ver_chp	TIGR04138.1	Verruc_Plancto-restricted protein (Provisional)	123	No
CxxCx5CxxC_targ	TIGR04139.1	TIGR04139 family peptide modification target	69	No
GG_sam_targ_CFB	TIGR04149.1	TIGR04149 family rSAM-modified RiPP	43	No
exosort_VPLPA	TIGR04152.1	VPLPA-CTERM-specific exosortase XrtD	486	No
exo_VPEID	TIGR04162.1	exosortase E/protease, VPEID-CTERM system	516	No
rSAM_SeCys	TIGR04167.1	arsenosugar biosynthesis radical SAM protein ArsS	303	No
perox_w_seleSAM	TIGR04169.1	arsenosugar biosynthesis-associated peroxidase-like protein	109	No
RNR_1b_NrdE	TIGR04170.1	class 1b ribonucleoside-diphosphate reductase subunit alpha	698	No
RNR_1b_NrdF	TIGR04171.1	class 1b ribonucleoside-diphosphate reductase subunit beta	316	No
DGQHR_dnd_1	TIGR04172.1	DNA phosphorothioation-associated DGQHR protein 1	381	No
IPTL_CTERM	TIGR04174.1	IPTL-CTERM sorting domain-containing protein	27	No
MarR_EPS	TIGR04176.1	MarR family EPS-associated transcriptional regulator	105	No
exosort_XrtH	TIGR04177.1	exosortase H	158	No
rhombo_lipo	TIGR04179.1	rhombotarget lipoprotein	259	No
Por_Secre_tail	TIGR04183.1	T9SS type A sorting domain-containing protein	72	No
ATPgraspMvdD	TIGR04184.1	MvdD family ATP-grasp ribosomal peptide maturase	321	No
ATPgraspMvdC	TIGR04185.1	MvdC family ATP-grasp ribosomal peptide maturase	318	No
GRASP_targ	TIGR04186.1	putative ATP-grasp-modified RiPP	72	No
GRASP_SAV_5884	TIGR04187.1	ATP-grasp ribosomal peptide maturase	312	No
surface_SprA	TIGR04189.1	cell surface protein SprA	2319	No
YphP_YqiW	TIGR04191.1	BrxA/BrxB family bacilliredoxin	136	No
GRASP_w_spasm	TIGR04192.1	grasp-with-spasm system ATP-grasp peptide maturase	318	No
SPASM_w_grasp	TIGR04193.1	grasp-with-spasm system SPASM domain peptide maturase	342	No
exosort_xrtJ	TIGR04199.1	exosortase J	522	No
targ_of_XrtJ	TIGR04200.2	PExPT-CTERM protein	57	No
RPT_S_cricet	TIGR04203.1	TIGR04203-type repeat-containing surface protein	38	No
CSLREA_Nterm	TIGR04214.1	CSLREA domain-containing protein	27	No
OMP_w_GlyGly	TIGR04219.1	TIGR04219 family outer membrane beta-barrel protein	234	No
patB_acyB_mcaB	TIGR04220.1	cyanobactin biosynthesis system PatB/AcyB/McaB family protein	61	No
SecA2_Mycobac	TIGR04221.1	accessory Sec system translocase SecA2	762	No
near_uncomplex	TIGR04222.1	TIGR04222 domain-containing membrane protein	229	No
CshA_fibril_rpt	TIGR04225.1	fibrillar adhesin CshA-type repeat protein	104	No
flavi_E_stem	TIGR04240.1	flavivirus envelope glycoprotein E, stem/anchor domain (Provisional)	97	No
nodulat_NodC	TIGR04242.1	chitooligosaccharide synthase NodC	395	No
nodulat_NodB	TIGR04243.1	chitooligosaccharide deacetylase NodB	197	No
nodulat_NodA	TIGR04245.1	NodA family N-acyltransferase	193	No
mesacon_CoA_iso	TIGR04253.1	2-methylfumaryl-CoA isomerase	403	No
nanowire_3heme	TIGR04257.1	c(7)-type cytochrome triheme domain (Provisional)	75	No
4helix_suffix	TIGR04258.1	four helix bundle suffix domain-containing protein	49	No
oxa_formateAnti	TIGR04259.1	oxalate/formate MFS antiporter	405	No
Cyano_gly_rpt	TIGR04260.1	rSAM-associated Gly-rich repeat protein	118	No
NDMA_methanol	TIGR04266.1	NDMA-dependent methanol dehydrogenase	420	No
FxsC_Cterm	TIGR04276.1	FxsC protein	196	No
nucleoid_noc	TIGR04285.1	nucleoid occlusion protein	255	No
MSEP-CTERM	TIGR04286.1	MSEP-CTERM sorting domain-containing protein	920	No
exosort_XrtK	TIGR04287.1	exosortase K	163	No
meth_Rta_06860	TIGR04290.1	TIGR04290 family methyltransferase	226	No
arsen_driv_ArsA	TIGR04291.1	arsenical pump-driving ATPase	565	No
pre_pil_HX9DG	TIGR04294.1	prepilin-type processing-associated H-X9-DG domain (Provisional)	16	No
B12_rSAM_oligo	TIGR04295.1	TIGR04295 family B12-binding domain-containing radical SAM protein	422	No
antiport_PotE	TIGR04299.1	putrescine-ornithine antiporter	430	No
fol_rel_CADD	TIGR04305.1	CADD family putative folate metabolism protein	212	No
rSAM_Geo_metal	TIGR04311.1	radical SAM/SPASM family putative metalloenzyme maturase	423	No
choice_anch_B	TIGR04312.1	choice-of-anchor B family protein	364	No
dhbA_paeA	TIGR04316.1	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	250	No
SpoChoClust_1	TIGR04323.1	sporadic carbohydrate cluster protein, LIC12192 family (Provisional)	122	No
SpoChoClust_2	TIGR04324.1	sporadic carbohydrate cluster 2OG-Fe(II) oxygenase (Provisional)	248	No
O_ant_LIC13510	TIGR04326.1	surface carbohydrate biosynthesis protein, LIC13510 family (Provisional)	602	No
gamma_Glu_sys	TIGR04332.1	poly-gamma-glutamate system protein	307	No
PQQ_MSMEG_3727	TIGR04339.1	PQQ system protein (Provisional)	151	No
target_ACGX	TIGR04341.1	ACGX-repeat peptide	65	No
EXLDI	TIGR04342.1	EXLDI protein	124	No
ovoA_Nterm	TIGR04344.1	5-histidylcysteine sulfoxide synthase	444	No
ovoA_Cterm	TIGR04345.1	putative 4-mercaptohistidine N1-methyltransferase	242	No
TIGR04348	TIGR04348.1	selenoneine biosynthesis selenosugar synthase SenB	310	No
rSAM_QueE_gams	TIGR04349.1	7-carboxy-7-deazaguanine synthase QueE	210	No
HprK_rel_A	TIGR04352.1	HprK-related kinase A	280	No
HprK_rel_B	TIGR04355.1	HprK-related kinase B	351	No
grasp_GAK	TIGR04356.1	GAK system ATP-grasp enzyme	287	No
